Arrival Rate	Service Rate	Avg. Delay	Avg. Queue	Server Util	Sim Time
1.190476903	0.426666667	824.546265	1005.178162	  0.999556	2524.289795
1.176471298	0.426666667	779.425720	953.135803	  0.999391	2426.906006
1.162791404	0.426666667	759.736877	869.315918	  0.999873	2330.173096
1.149425990	0.426666667	773.810669	880.448059	  0.999878	2373.406250
1.136364335	0.426666667	739.662537	790.339600	  0.999080	2292.706787
1.123596201	0.426666667	692.220703	777.001343	  0.999298	2283.627930
1.111111803	0.426666667	701.038879	750.954895	  0.999731	2292.330566
1.098901787	0.426666667	772.404358	851.071350	  0.999325	2462.082520
1.086957206	0.426666667	691.438171	755.071167	  0.999260	2393.194824
1.075269498	0.426666667	658.229187	715.996033	  0.999551	2314.351074
1.063830464	0.426666667	697.195007	752.264526	  0.999652	2329.831787
1.052632253	0.426666667	681.501831	672.447144	  0.999820	2254.026367
1.041667337	0.426666667	690.323792	686.286682	  0.999129	2346.442627
1.030928501	0.426666667	698.111755	730.666016	  0.999878	2357.586426
1.020408826	0.426666667	668.773254	696.402466	  0.999330	2281.006836
1.010101669	0.426666667	604.145508	583.329773	  0.999298	2259.545410
1.000000656	0.426666667	761.247437	762.534424	  0.999437	2564.673584
0.990099604	0.426666667	700.446533	672.871887	  0.998662	2350.990723
0.980392748	0.426666667	642.456299	619.601807	  0.999528	2327.386963
0.970874375	0.426666667	639.504517	612.724731	  0.997072	2318.738037
0.961539048	0.426666667	709.200928	677.696716	  0.999777	2342.137207
0.952381536	0.426666667	693.438660	688.069397	  0.999760	2439.551270
0.943396808	0.426666667	519.435120	482.534149	  0.999519	2090.350830
0.934580018	0.426666667	615.792725	602.710205	  0.999725	2372.152588
0.925926502	0.426666667	642.444641	573.265381	  0.999427	2317.563477
0.917431767	0.426666667	647.618347	607.576904	  0.999475	2345.619385
0.909091481	0.426666667	601.533203	539.274536	  0.999531	2316.570801
0.900901470	0.426666667	609.127625	540.478699	  0.998907	2449.398438
0.892857709	0.426666667	639.709900	566.784485	  0.999255	2361.939209
0.884956316	0.426666667	714.517456	611.022888	  0.999613	2502.944824
0.877193544	0.426666667	620.162415	532.089294	  0.999507	2351.777832
0.869565776	0.426666667	577.184631	493.630646	  0.998884	2301.780273
0.862069522	0.426666667	583.316895	492.434662	  0.999994	2335.953857
0.854701409	0.426666667	666.849976	580.112244	  0.999322	2395.844482
0.847458178	0.426666667	547.596008	491.551727	  0.999740	2316.674316
0.840336683	0.426666667	587.508606	496.330414	  0.999957	2279.758545
0.833333880	0.426666667	516.741577	419.527527	  0.999535	2266.812744
0.826446825	0.426666667	639.994995	526.680908	  0.999988	2397.924072
0.819672673	0.426666667	561.304138	502.991394	  0.997714	2470.009766
0.813008669	0.426666667	599.504028	479.659241	  0.999709	2342.408936
0.806452149	0.426666667	699.453552	564.138733	  0.999976	2531.634766
0.800000534	0.426666667	550.217957	441.028931	  0.999093	2429.440186
0.793651325	0.426666667	530.228149	428.290497	  0.999940	2367.964111
0.787402104	0.426666667	569.861145	459.254395	  0.998408	2307.474854
0.781250527	0.426666667	560.466675	429.482819	  0.997073	2366.207520
0.775194323	0.426666667	474.488007	378.573395	  0.999176	2309.587891
0.769231291	0.426666667	529.633728	383.809204	  0.999965	2274.276123
0.763359298	0.426666667	469.695343	342.088196	  0.999371	2283.293701
0.757576275	0.426666667	579.804565	446.943085	  0.999704	2427.238281
0.751880214	0.426666667	507.877991	382.826019	  0.999878	2325.629639
0.746269169	0.426666667	425.196472	313.225616	  0.996121	2249.756592
